"Element";"Quota";"Centrality";"Value"
"Saleri";"30";"SRIC_EX";"0.5"
"Saleri";"30";"Max";"0"
"Mocart";"30";"SRIC_EX";"0.5"
"Mocart";"30";"Max";"0"
"Saleri";"50";"SRIC_EX";"0.5"
"Saleri";"50";"Max";"0"
"Mocart";"50";"SRIC_EX";"0.5"
"Mocart";"50";"Max";"0"
"Saleri";"70";"SRIC_EX";"0.5"
"Saleri";"70";"Max";"0"
"Mocart";"70";"SRIC_EX";"0.5"
"Mocart";"70";"Max";"0"
